status,tempo_empresa,moradia,tempo_emprestimo,idade,estado_civil,registros,trabalho,despesas,renda,ativos,dividas,valor_emprestimo,preco_do_bem
bom,18,própria,60,49,casada(o),não,fixo,135,180,13500,0,900,994
bom,16,própria,36,57,casada(o),não,fixo,60,154,4000,130,700,1090
ruim,10,própria,60,26,casada(o),não,fixo,60,63,5000,3000,1400,1432
bom,11,própria,60,37,casada(o),não,fixo,90,289,7000,250,1200,1599
ruim,14,própria,36,45,separada(o),não,fixo,45,190,12000,0,2100,2758
bom,4,alugada,60,24,casada(o),não,fixo,75,147,0,0,1300,1700
ruim,1,própria,60,42,casada(o),sim,fixo,105,198,3500,250,1000,1245
ruim,2,alugada,24,23,solteira(o),sim,autônomo,75,400,0,0,750,900
bom,1,alugada,60,38,casada(o),não,meio período,58,130,0,0,1450,1593
ruim,2,própria,60,36,casada(o),sim,autônomo,60,140,29000,0,3900,4812
bom,13,pais,60,27,casada(o),não,fixo,60,100,0,0,950,1152
bom,5,própria,24,37,casada(o),não,autônomo,90,143,7000,0,700,900
ruim,1,alugada,36,25,casada(o),não,fixo,54,87,0,0,500,646
bom,6,alugada,60,23,casada(o),não,fixo,62,171,0,0,1000,1209
bom,20,própria,36,47,casada(o),não,fixo,75,203,4000,0,1050,1258
bom,9,própria,18,52,casada(o),não,fixo,60,154,5500,0,500,1531
bom,15,própria,12,55,casada(o),não,fixo,45,130,7000,0,200,1240
bom,0,pais,48,28,solteira(o),não,fixo,35,90,3500,0,1000,1210
bom,5,pais,60,24,solteira(o),não,fixo,35,92,0,0,1030,1068
bom,15,pais,36,40,casada(o),sim,autônomo,75,NA,0,0,375,375
bom,4,própria,48,36,casada(o),não,fixo,75,210,4000,0,1800,2628
bom,4,própria,24,26,casada(o),não,fixo,45,115,4000,0,500,1400
bom,5,pais,18,22,solteira(o),não,fixo,35,80,0,0,600,1132
bom,2,pais,60,25,solteira(o),não,fixo,35,110,0,0,860,959
bom,4,própria,24,44,casada(o),não,autônomo,75,86,5000,0,900,1100
bom,0,própria,60,56,casada(o),não,outros,60,117,3000,0,1200,1347
bom,1,outras,42,33,casada(o),sim,fixo,90,138,3500,606,1400,1700
bom,7,própria,60,42,casada(o),não,fixo,45,88,4000,0,850,1033
bom,11,pais,12,29,casada(o),não,fixo,60,54,0,0,600,1683
bom,40,alugada,18,62,casada(o),não,autônomo,77,166,10000,0,900,2040
bom,10,própria,60,33,casada(o),não,fixo,75,364,60000,0,1300,1804
bom,3,própria,48,32,casada(o),não,autônomo,75,65,10500,1500,1500,2155
bom,24,própria,60,54,casada(o),não,autônomo,45,109,17000,0,2000,3400
bom,6,pais,36,24,solteira(o),não,fixo,35,57,0,0,380,490
ruim,2,alugada,48,36,divorciada(o),não,fixo,45,99,0,0,750,1350
bom,3,pais,48,27,casada(o),não,fixo,45,227,0,0,1150,1575
bom,11,própria,60,29,solteira(o),não,fixo,35,57,1500,0,700,994
bom,1,pais,24,22,solteira(o),não,meio período,35,80,0,0,150,400
ruim,5,alugada,36,22,solteira(o),não,fixo,42,70,0,0,850,870
bom,1,alugada,48,39,casada(o),não,fixo,86,105,0,0,1300,1600
ruim,1,pais,48,24,solteira(o),sim,fixo,35,65,0,0,900,1061
bom,20,própria,48,39,casada(o),não,autônomo,75,45,10000,0,2000,3650
bom,7,pais,48,31,solteira(o),sim,fixo,35,72,5500,0,1000,1051
bom,3,pais,36,31,casada(o),sim,fixo,60,80,0,0,1450,1700
bom,25,própria,48,47,casada(o),não,autônomo,60,157,15000,0,1990,2460
bom,12,própria,36,46,casada(o),sim,fixo,60,117,3000,0,825,1325
bom,4,alugada,36,32,casada(o),não,fixo,55,100,0,0,300,500
bom,0,priv,12,28,casada(o),não,fixo,60,130,3000,2000,380,1308
bom,15,própria,12,49,casada(o),não,autônomo,75,NA,17000,0,700,1420
bom,20,própria,12,60,casada(o),não,autônomo,60,NA,40000,0,700,1420
ruim,0,outras,60,31,casada(o),sim,fixo,90,NA,0,0,1450,1604
bom,12,própria,54,35,casada(o),não,fixo,75,113,3000,600,1650,1800
bom,10,própria,48,44,casada(o),não,fixo,75,450,12000,0,1030,1128
bom,0,pais,48,21,solteira(o),não,fixo,35,50,0,0,1000,1091
ruim,2,própria,48,20,solteira(o),não,autônomo,35,450,31000,0,1500,1853
ruim,0,NA,36,45,casada(o),não,meio período,75,87,1500,0,300,480
bom,1,própria,60,34,casada(o),sim,fixo,45,180,2500,300,1300,1817
bom,1,alugada,60,21,casada(o),não,fixo,58,132,0,0,1275,1381
ruim,6,própria,36,44,casada(o),não,fixo,75,150,7000,600,650,650
bom,1,alugada,36,34,casada(o),não,autônomo,94,189,15000,1500,1500,2435
bom,15,alugada,48,40,casada(o),sim,fixo,88,125,0,0,1100,1498
bom,11,pais,36,29,solteira(o),não,fixo,35,64,0,0,600,1314
bom,1,alugada,36,44,casada(o),não,fixo,105,145,0,0,1000,2275
ruim,1,alugada,36,27,solteira(o),não,fixo,42,67,0,0,1000,1350
ruim,1,própria,36,27,casada(o),não,meio período,45,127,4500,3000,600,745
bom,11,própria,48,46,casada(o),não,autônomo,75,160,10000,0,1150,1156
bom,2,própria,60,43,casada(o),sim,fixo,45,63,3000,0,1100,1683
bom,1,própria,36,25,viúva(o),não,fixo,45,60,2000,0,525,800
bom,11,alugada,60,28,solteira(o),não,fixo,42,67,0,0,900,1399
bom,3,própria,48,30,casada(o),não,fixo,75,88,6000,400,1200,1796
ruim,1,alugada,48,29,casada(o),não,meio período,77,170,0,0,1300,2262
bom,15,alugada,60,39,casada(o),não,autônomo,60,145,5000,0,1300,1625
ruim,1,outras,42,24,solteira(o),sim,fixo,35,60,0,0,1200,1616
bom,8,própria,12,29,casada(o),não,fixo,45,92,6000,2400,100,1492
bom,10,priv,60,55,casada(o),não,fixo,60,195,4000,0,1900,2150
bom,3,alugada,36,27,casada(o),não,fixo,68,80,0,0,325,400
ruim,2,própria,36,20,solteira(o),não,autônomo,35,NA,80000,30000,750,1350
bom,0,outras,42,24,solteira(o),não,fixo,35,42,0,0,800,1450
bom,9,outras,36,32,solteira(o),não,fixo,35,125,0,0,1000,1725
bom,4,alugada,48,38,casada(o),não,fixo,91,161,5000,0,800,1008
bom,0,pais,24,24,solteira(o),não,meio período,35,117,4000,0,1000,1489
bom,7,própria,18,33,casada(o),não,autônomo,60,164,4000,0,550,1679
bom,1,pais,60,30,solteira(o),não,fixo,35,75,0,0,1000,1156
bom,25,outras,18,43,casada(o),não,fixo,75,85,700,0,400,1205
bom,6,alugada,60,34,separada(o),não,fixo,47,120,0,0,1100,1700
bom,3,alugada,48,35,separada(o),não,fixo,59,240,0,0,1300,1627
bom,4,própria,60,24,casada(o),não,autônomo,60,250,9000,3400,1250,1300
ruim,0,própria,60,30,casada(o),não,outros,60,78,3500,0,1250,1365
bom,5,própria,18,28,casada(o),não,fixo,60,102,2500,1300,450,1437
ruim,12,própria,48,49,casada(o),sim,fixo,45,152,7500,0,1100,2120
bom,4,priv,24,44,casada(o),não,fixo,75,96,4000,0,580,923
ruim,9,pais,60,31,solteira(o),sim,fixo,35,92,0,0,1000,1161
bom,2,pais,60,26,casada(o),não,fixo,45,199,0,0,1500,1698
bom,0,própria,48,43,casada(o),não,meio período,75,71,14000,0,1100,1660
bom,13,própria,60,38,solteira(o),não,fixo,45,80,4000,0,1060,1274
bom,2,outras,42,25,casada(o),não,fixo,60,190,0,0,1100,1729
bom,8,própria,36,40,casada(o),não,autônomo,75,200,10000,0,700,800
bom,14,priv,12,49,casada(o),não,fixo,90,140,3000,500,400,1432
ruim,11,alugada,48,40,casada(o),não,fixo,59,140,0,0,1000,1930
ruim,20,própria,36,57,casada(o),não,fixo,90,114,5000,1500,1000,1193
bom,1,pais,48,28,solteira(o),não,fixo,35,140,0,0,1400,1728
bom,14,pais,60,28,casada(o),não,fixo,45,140,0,0,1150,1301
bom,13,própria,48,54,casada(o),sim,fixo,45,90,2500,0,1000,1198
bom,0,própria,36,36,casada(o),não,fixo,75,424,9500,700,1000,1690
bom,1,alugada,60,26,casada(o),não,meio período,61,155,0,0,1035,1709
ruim,0,própria,60,36,casada(o),sim,autônomo,75,NA,6000,0,1650,1861
bom,10,alugada,60,26,casada(o),não,fixo,78,175,0,0,1000,1314
bom,28,pais,24,44,casada(o),não,autônomo,90,180,0,0,450,1472
bom,8,própria,36,30,casada(o),não,fixo,60,50,5000,400,300,1890
bom,1,própria,36,24,casada(o),não,fixo,45,113,3500,0,1200,1702
ruim,1,alugada,48,26,solteira(o),não,fixo,45,100,0,0,1400,1968
ruim,0,outras,60,27,casada(o),sim,fixo,75,NA,0,0,1600,1786
bom,1,própria,60,44,casada(o),não,autônomo,90,905,20000,15000,1200,1381
bom,1,outras,36,29,solteira(o),não,fixo,35,52,0,0,1000,1152
bom,8,própria,60,32,casada(o),não,fixo,75,157,3500,1800,1300,1590
bom,10,própria,24,46,casada(o),não,autônomo,120,400,6000,2700,600,1080
bom,4,alugada,48,39,casada(o),não,fixo,91,157,0,0,1300,1501
ruim,0,pais,60,30,casada(o),não,autônomo,60,NA,0,0,1000,1110
ruim,10,própria,60,27,casada(o),não,fixo,45,120,5000,2000,1570,1914
bom,9,alugada,60,37,casada(o),não,fixo,91,162,0,0,1000,1537
ruim,0,própria,48,26,casada(o),não,autônomo,45,NA,16000,3648,400,1751
bom,5,alugada,24,29,casada(o),não,autônomo,45,NA,0,0,800,1197
bom,8,própria,36,60,casada(o),não,autônomo,45,78,11000,0,500,670
ruim,0,alugada,36,26,casada(o),não,meio período,80,195,0,0,600,785
bom,2,alugada,60,33,solteira(o),não,fixo,75,400,0,0,1450,1457
ruim,0,outras,36,52,casada(o),não,autônomo,45,NA,0,0,500,1050
bom,6,alugada,24,28,casada(o),não,fixo,62,166,0,0,500,1150
bom,20,própria,48,53,casada(o),não,fixo,60,135,4000,0,1170,1297
bom,10,própria,60,36,casada(o),não,fixo,75,204,5000,0,1400,1460
bom,14,própria,36,34,casada(o),não,fixo,75,155,3000,1000,400,1908
bom,1,própria,36,30,casada(o),não,fixo,45,120,3000,1100,1750,2245
bom,3,pais,60,25,solteira(o),não,fixo,35,130,6000,0,625,1083
bom,2,própria,18,43,casada(o),não,autônomo,90,356,5000,800,700,1073
bom,25,outras,60,50,casada(o),não,fixo,90,230,0,0,800,860
bom,36,própria,48,58,casada(o),não,fixo,45,100,5500,108,700,1291
bom,11,própria,60,44,casada(o),sim,fixo,60,130,3500,0,1400,1731
bom,7,própria,60,23,solteira(o),não,fixo,60,145,4500,0,1100,1150
bom,0,alugada,18,34,casada(o),sim,meio período,98,81,0,0,300,450
bom,1,própria,60,29,casada(o),não,fixo,60,136,7000,0,1000,1688
bom,17,própria,60,32,casada(o),não,fixo,75,200,5000,2500,1550,1721
ruim,2,própria,36,19,solteira(o),sim,autônomo,35,NA,9000,0,500,1100
bom,18,alugada,42,35,casada(o),não,fixo,76,157,0,0,800,1687
bom,0,pais,48,24,solteira(o),não,meio período,45,76,0,0,1640,1649
bom,2,própria,60,25,casada(o),não,autônomo,45,200,6000,1500,1600,1866
bom,1,pais,12,24,solteira(o),não,fixo,35,128,0,0,300,1056
bom,2,própria,18,37,casada(o),não,fixo,90,90,1500,0,400,1166
ruim,5,alugada,48,30,separada(o),sim,meio período,39,41,0,0,1300,1600
bom,12,própria,48,35,casada(o),não,fixo,45,125,6000,0,350,1511
bom,1,outras,36,28,solteira(o),não,autônomo,35,100,0,0,1950,2074
bom,14,própria,60,45,casada(o),não,fixo,120,250,18000,0,450,911
ruim,3,pais,36,19,solteira(o),sim,fixo,35,47,0,0,500,700
bom,2,pais,24,30,casada(o),não,meio período,45,57,0,0,500,974
ruim,6,própria,12,36,casada(o),sim,fixo,90,78,6000,2700,300,500
ruim,2,alugada,36,29,casada(o),não,fixo,85,100,0,0,2100,2300
bom,13,própria,60,28,casada(o),não,fixo,60,102,3500,0,1175,1375
bom,0,alugada,60,27,casada(o),não,fixo,58,133,0,0,400,1136
bom,3,outras,48,22,solteira(o),não,autônomo,60,104,5000,0,1300,1813
bom,15,própria,60,40,casada(o),sim,autônomo,75,NA,16000,0,1150,1850
bom,1,pais,48,26,solteira(o),não,autônomo,35,500,0,0,1300,1561
ruim,8,alugada,60,40,separada(o),não,fixo,70,100,0,0,1300,1510
ruim,1,própria,60,52,solteira(o),não,fixo,35,150,6000,0,1580,1756
ruim,1,pais,60,24,solteira(o),não,meio período,35,115,0,0,1400,1420
ruim,0,própria,48,38,casada(o),não,autônomo,90,38,2800,0,1050,1238
ruim,1,alugada,36,25,casada(o),não,meio período,67,67,0,0,775,850
ruim,3,alugada,60,38,casada(o),sim,meio período,72,123,0,0,1030,1170
bom,18,própria,60,36,casada(o),não,fixo,45,85,3000,0,1500,1856
ruim,0,própria,60,44,divorciada(o),sim,fixo,60,60,4000,3378,1400,1703
ruim,4,própria,60,33,casada(o),não,meio período,90,82,3500,1000,1300,1795
bom,1,própria,36,36,solteira(o),não,fixo,35,345,18000,0,2000,2961
bom,0,pais,36,26,casada(o),não,meio período,60,142,0,0,1000,1426
bom,10,própria,24,63,casada(o),não,autônomo,60,107,17000,0,800,1472
bom,2,própria,60,40,casada(o),não,fixo,90,161,8000,470,1200,1670
ruim,4,outras,60,24,solteira(o),não,meio período,35,63,0,0,900,1777
bom,4,própria,24,22,solteira(o),não,fixo,35,79,4000,0,1000,1618
ruim,7,pais,60,40,casada(o),não,fixo,90,93,8000,0,1300,1588
bom,11,própria,36,26,casada(o),não,fixo,45,137,6000,0,1000,1264
ruim,4,priv,60,30,casada(o),sim,fixo,60,74,1500,0,870,875
bom,15,própria,48,31,casada(o),não,fixo,60,131,3000,0,770,872
bom,4,própria,48,22,solteira(o),não,fixo,45,113,14000,0,1300,1410
ruim,1,própria,60,61,casada(o),não,outros,45,30,6000,0,1000,1055
bom,7,pais,30,33,casada(o),não,fixo,75,154,4000,125,850,2243
bom,28,própria,24,45,casada(o),não,fixo,75,164,5000,0,600,1190
bom,3,própria,36,35,casada(o),não,fixo,75,84,3000,144,475,800
ruim,1,própria,60,24,casada(o),não,fixo,45,199,6500,3000,1400,1702
bom,3,pais,48,26,solteira(o),não,fixo,35,120,0,0,1100,2080
bom,6,outras,60,63,casada(o),não,fixo,45,234,0,0,610,1027
bom,5,própria,48,41,casada(o),não,fixo,90,275,25000,1000,1800,2260
bom,17,própria,48,42,casada(o),não,autônomo,75,250,7000,1000,1600,2078
ruim,1,alugada,48,37,separada(o),sim,fixo,46,110,0,0,900,1312
ruim,5,própria,60,44,casada(o),não,autônomo,45,65,4000,0,1400,1847
bom,2,alugada,36,36,casada(o),não,autônomo,95,200,5000,0,800,1158
ruim,0,alugada,48,37,casada(o),sim,meio período,120,300,8000,2000,1500,2977
ruim,6,própria,24,39,casada(o),não,fixo,75,58,2000,0,175,300
ruim,20,própria,60,54,casada(o),não,autônomo,75,NA,10000,0,900,1056
bom,2,própria,48,32,casada(o),não,fixo,75,139,2000,80,460,1589
bom,22,própria,48,45,casada(o),não,fixo,45,208,11500,0,1000,1698
bom,4,outras,12,28,casada(o),não,fixo,45,99,0,0,250,1000
ruim,1,alugada,60,25,casada(o),não,autônomo,45,NA,0,0,1000,1310
bom,15,priv,60,30,casada(o),não,fixo,60,140,4000,1680,400,1320
ruim,5,pais,48,25,solteira(o),não,fixo,35,78,0,0,1000,1154
bom,14,própria,60,37,casada(o),não,fixo,60,79,3500,0,700,1700
bom,1,própria,36,36,casada(o),não,meio período,45,80,500,0,950,1566
bom,12,própria,60,37,casada(o),não,autônomo,60,85,6000,0,1200,1731
bom,25,alugada,42,61,casada(o),não,fixo,57,121,0,0,750,830
bom,20,própria,36,41,casada(o),não,autônomo,90,250,13500,0,1900,2200
bom,1,própria,48,33,casada(o),não,fixo,45,104,6500,0,1150,1348
bom,6,própria,48,33,casada(o),não,autônomo,45,78,3500,0,1100,1526
bom,2,pais,48,34,solteira(o),não,fixo,45,157,4000,0,1450,1769
bom,1,alugada,48,42,casada(o),não,fixo,94,192,0,0,1350,1819
bom,16,pais,48,35,separada(o),não,fixo,60,103,0,0,500,862
ruim,6,pais,60,38,casada(o),não,fixo,45,75,0,0,1175,1800
ruim,8,alugada,60,28,casada(o),não,fixo,53,177,0,0,1900,2530
ruim,0,pais,36,21,solteira(o),sim,fixo,35,75,0,0,690,790
bom,20,própria,18,40,casada(o),não,fixo,75,210,3500,0,800,1717
bom,0,própria,24,39,casada(o),não,outros,35,NA,10000,0,600,950
bom,5,própria,60,43,casada(o),não,fixo,75,105,5000,0,1000,1809
ruim,6,priv,36,29,solteira(o),não,meio período,35,68,1500,0,500,525
bom,2,pais,24,19,solteira(o),não,meio período,35,50,50000,0,900,1472
bom,18,alugada,60,52,casada(o),não,fixo,58,128,0,0,800,1235
ruim,1,própria,60,39,casada(o),não,autônomo,60,NA,6000,3000,850,1104
bom,0,própria,12,49,viúva(o),não,autônomo,60,NA,21000,0,1800,2309
ruim,0,própria,60,49,casada(o),não,autônomo,60,189,3500,0,1600,1815
bom,4,alugada,54,27,casada(o),não,fixo,74,139,0,0,900,1132
bom,6,própria,60,29,casada(o),não,fixo,60,125,5000,0,1500,1531
bom,11,pais,60,37,casada(o),não,fixo,75,100,0,0,1150,1230
ruim,1,pais,48,25,solteira(o),não,meio período,35,50,0,0,1000,1041
bom,0,própria,30,55,casada(o),não,autônomo,60,155,6000,0,500,635
bom,1,NA,24,27,casada(o),não,meio período,60,128,4000,0,400,1224
ruim,10,própria,36,43,casada(o),não,autônomo,60,NA,4500,0,1000,1905
bom,40,própria,48,60,casada(o),não,autônomo,75,183,5000,0,1200,1308
ruim,0,outras,60,32,casada(o),não,fixo,75,160,0,0,1300,1350
bom,6,outras,36,36,casada(o),não,fixo,60,160,0,0,550,700
bom,5,pais,48,22,solteira(o),não,fixo,35,75,27000,0,1300,1495
ruim,0,outras,60,34,casada(o),sim,fixo,60,NA,0,0,1700,2329
bom,10,priv,36,44,casada(o),não,autônomo,75,77,8000,0,900,943
bom,5,alugada,30,59,casada(o),não,fixo,81,207,20000,0,700,1460
bom,11,própria,48,42,casada(o),não,fixo,75,180,3500,1200,700,1703
bom,17,própria,24,53,casada(o),não,fixo,75,132,4000,0,400,1195
ruim,0,própria,60,33,casada(o),não,meio período,45,128,4500,0,1250,1442
ruim,10,alugada,60,37,casada(o),não,fixo,85,96,4000,850,1100,1340
ruim,9,outras,60,35,casada(o),não,fixo,60,70,0,0,1500,1562
bom,19,alugada,60,41,casada(o),não,fixo,88,125,0,0,1450,1564
ruim,5,própria,60,50,casada(o),não,meio período,60,81,5000,0,1540,1770
ruim,7,própria,36,37,casada(o),sim,autônomo,90,150,4500,3000,400,882
bom,8,alugada,36,33,casada(o),não,fixo,78,175,0,0,1000,1187
bom,10,alugada,48,56,casada(o),não,autônomo,86,112,0,0,1000,1000
bom,20,própria,36,43,casada(o),não,fixo,60,80,3000,0,600,675
bom,0,própria,36,62,casada(o),não,outros,45,73,5000,0,430,1132
ruim,6,pais,60,38,casada(o),não,autônomo,105,NA,0,0,480,1481
bom,2,priv,60,34,casada(o),não,fixo,60,186,8000,4000,1250,1350
ruim,0,própria,48,29,casada(o),sim,outros,45,391,6500,420,2000,2397
bom,12,própria,48,49,casada(o),não,meio período,45,80,4000,0,800,1228
bom,0,própria,48,49,casada(o),não,autônomo,105,280,20000,0,800,1137
bom,9,alugada,36,34,solteira(o),não,fixo,49,136,0,0,800,1064
ruim,13,outras,36,35,casada(o),não,fixo,75,70,0,0,450,450
ruim,5,priv,48,44,casada(o),sim,fixo,75,199,4600,0,1600,2631
ruim,0,alugada,48,30,casada(o),não,meio período,60,150,0,0,1300,1582
bom,3,alugada,60,44,casada(o),não,autônomo,74,140,2000,0,800,992
bom,2,outras,60,23,solteira(o),não,fixo,45,175,7500,0,1500,1525
ruim,20,própria,60,50,casada(o),sim,autônomo,45,125,3000,0,1500,1600
bom,8,pais,48,26,solteira(o),não,fixo,35,78,0,0,500,1800
bom,8,própria,36,48,casada(o),não,fixo,45,75,3500,0,670,857
ruim,1,própria,48,42,divorciada(o),não,fixo,35,210,6500,1500,1650,1679
bom,35,própria,36,59,casada(o),não,autônomo,60,125,6000,0,500,1389
ruim,7,outras,48,22,casada(o),não,autônomo,45,NA,0,0,1100,1729
ruim,2,alugada,60,21,casada(o),não,autônomo,70,100,2000,0,1100,1260
bom,8,priv,60,30,casada(o),não,fixo,75,100,2000,192,1400,1460
ruim,10,pais,12,25,solteira(o),não,autônomo,35,NA,0,0,675,1387
bom,1,outras,30,26,solteira(o),não,fixo,35,110,0,0,700,1340
ruim,1,própria,48,26,casada(o),não,autônomo,75,180,1600,0,1450,1610
ruim,10,alugada,48,34,casada(o),não,fixo,83,79,0,0,1200,1215
bom,4,própria,60,32,casada(o),sim,fixo,75,183,8000,0,1170,1398
ruim,11,própria,36,37,casada(o),sim,autônomo,60,205,13600,4500,450,625
bom,12,própria,60,27,casada(o),não,fixo,60,118,6000,800,900,1200
bom,2,pais,60,26,solteira(o),não,fixo,35,117,0,0,1000,1724
bom,11,outras,12,41,solteira(o),não,fixo,35,135,0,0,1000,1300
bom,8,própria,48,26,casada(o),não,autônomo,90,113,3000,750,1200,1450
bom,5,pais,60,21,solteira(o),não,fixo,35,60,0,0,1100,1134
ruim,0,alugada,36,24,solteira(o),não,meio período,44,85,0,0,375,575
bom,16,própria,60,30,casada(o),não,fixo,45,135,5000,0,1000,1230
bom,15,própria,36,35,casada(o),não,fixo,60,146,3500,0,1600,2122
ruim,4,alugada,48,26,solteira(o),não,autônomo,50,150,0,0,1100,1335
bom,3,própria,36,36,casada(o),não,autônomo,75,NA,4000,0,1000,1818
ruim,1,priv,60,32,casada(o),não,autônomo,75,NA,1200,0,1150,1565
ruim,10,priv,60,43,casada(o),não,fixo,90,110,4500,1500,750,936
ruim,0,própria,48,39,casada(o),sim,meio período,45,132,3500,0,1000,1603
bom,41,outras,24,59,casada(o),não,fixo,60,177,0,0,500,1633
ruim,0,própria,36,32,casada(o),não,outros,75,74,4000,0,500,1104
bom,1,alugada,6,25,solteira(o),não,fixo,46,112,0,0,200,600
ruim,0,pais,36,38,casada(o),sim,autônomo,75,125,11000,0,2500,3350
bom,2,pais,60,28,solteira(o),não,fixo,35,220,0,0,1600,1739
bom,2,pais,60,25,solteira(o),não,fixo,35,96,0,0,1300,1785
bom,11,pais,60,41,separada(o),sim,fixo,35,100,0,0,1250,1549
bom,12,própria,12,50,casada(o),não,autônomo,75,200,17000,3000,1250,1721
bom,2,própria,48,33,casada(o),não,fixo,75,100,6500,2000,1000,1234
bom,1,alugada,36,28,solteira(o),não,fixo,55,196,0,0,1200,1599
bom,4,própria,60,26,casada(o),não,fixo,45,152,4000,1200,950,1050
bom,1,alugada,36,29,casada(o),não,autônomo,54,86,0,0,500,1686
bom,5,própria,24,42,casada(o),não,fixo,45,113,7100,0,1800,3669
bom,14,própria,36,39,casada(o),não,fixo,75,200,5000,0,1000,1155
ruim,0,outras,60,46,solteira(o),não,fixo,35,150,0,0,1400,1490
bom,7,própria,36,24,casada(o),não,fixo,45,95,3000,0,1000,1597
bom,12,pais,36,31,casada(o),não,fixo,60,160,3000,1000,700,1100
ruim,2,outras,60,37,casada(o),não,fixo,75,NA,0,0,1385,1385
bom,17,própria,48,42,casada(o),não,fixo,90,450,8000,1800,1000,3313
ruim,14,alugada,60,63,casada(o),não,fixo,73,127,0,0,1400,1496
ruim,0,alugada,36,18,solteira(o),não,meio período,40,51,0,0,500,500
bom,19,própria,36,43,casada(o),não,autônomo,75,70,7000,0,1000,2335
ruim,0,pais,36,26,solteira(o),não,meio período,35,70,3500,350,375,500
bom,6,alugada,36,24,casada(o),não,fixo,66,213,0,0,1000,1064
bom,14,alugada,48,29,casada(o),não,fixo,52,70,0,0,800,1210
ruim,0,pais,48,28,divorciada(o),sim,fixo,35,280,0,0,1300,2058
bom,10,própria,60,39,casada(o),sim,fixo,90,195,12000,0,1500,2659
bom,6,pais,48,30,solteira(o),não,autônomo,35,NA,7000,0,700,1054
bom,20,própria,60,43,casada(o),não,meio período,60,138,20000,0,1000,1312
bom,12,alugada,60,38,casada(o),não,fixo,96,205,3500,0,1400,1742
bom,3,alugada,48,29,casada(o),não,fixo,59,137,0,0,800,889
bom,2,pais,48,28,solteira(o),não,fixo,35,79,0,0,650,1379
bom,13,alugada,60,41,solteira(o),não,fixo,45,95,0,0,940,1379
bom,23,própria,48,60,casada(o),não,fixo,35,80,3000,0,1150,1242
bom,3,priv,60,54,casada(o),não,fixo,45,134,2000,0,1100,1286
bom,3,pais,36,22,solteira(o),não,fixo,35,65,0,0,1000,1629
bom,2,própria,30,38,casada(o),não,fixo,75,159,11000,0,1280,1289
bom,30,própria,24,57,casada(o),não,autônomo,45,40,17000,0,400,500
bom,10,própria,24,42,casada(o),não,autônomo,75,70,4600,0,500,1104
bom,16,própria,60,39,casada(o),sim,fixo,60,115,3000,0,800,1373
bom,2,alugada,48,31,casada(o),não,fixo,67,67,0,0,970,1273
bom,2,outras,36,24,casada(o),não,fixo,60,102,0,0,900,1555
bom,11,própria,60,27,casada(o),não,fixo,60,125,2500,0,1100,1220
